venue.id,venue.name,venue.location.lat,venue.location.lng,borough,rating,likes,tips_count
5294d3af11d21de61585c467,Toma Burger Addiction,43.646271645491744,-79.40882394104189,Spadina—Fort York,6.2,38,15
53d56465498edbfdf1d16f6b,Wahlburgers,43.64514798543014,-79.39192788468328,Spadina—Fort York,5.7,67,41
51c48c84498eb900167ed9c7,Manhattan's Hand-made Burgers,43.65051087389672,-79.37917835124792,Toronto Centre,5.9,10,4
529e7344498e18bff5e60191,The Carbon Bar,43.653367086892786,-79.37496515174824,Toronto Centre,8.1,142,44
533a19bd498edb8ef1f980c7,O Resto,43.64934814297894,-79.37741524564215,Toronto Centre,5.8,4,1
4e9a55b68231878c156f04bf,Cold Tea,43.65419313416817,-79.40107491108753,University—Rosedale,8.6,161,48
4c11888fd917c92837f4b562,"Oliver & Bonacini Café Grill, Yonge and Front",43.64714379216559,-79.3769382034035,Toronto Centre,6.3,123,88
4ae7199ff964a52068a821e3,Bymark,43.64721728401801,-79.3812518816638,Spadina—Fort York,8.1,45,25
58346186110d0369b2746faf,Wendy's,43.6595818,-79.3290615,East York,5.7,0,4
4baa4b39f964a520ec5b3ae3,Marché Mövenpick,43.64726160000001,-79.3785998,Toronto Centre,7.9,399,142
4ad4c05df964a5204df620e3,Rebel House,43.67766092876885,-79.38993462266356,University—Rosedale,8.2,67,38
4bd4925d637ba59348f7f470,Garden Gate Resturant,43.672614719526536,-79.28749153616172,Beaches—East York,6.0,4,8
4ad4c05cf964a520cdf520e3,Insomnia Restaurant and Lounge,43.665179618013326,-79.4109655256932,University—Rosedale,8.8,290,146
4c6b48a59669e21e55e2aa51,Harvey's,43.6603818123201,-79.37605098041458,Toronto Centre,5.6,14,8
4c3212bf7cc0c9b6b5acef9a,Wendy's,43.64933801599513,-79.37952250242229,Toronto Centre,5.6,5,5
4ad8aabef964a5207c1321e3,Avenue Open Kitchen,43.647273151492655,-79.39631997359885,Spadina—Fort York,9.0,53,29
4adb4489f964a520642521e3,Three Speed,43.659292797975205,-79.43802453551683,Davenport,9.2,108,51
4b4dfe5bf964a52063dd26e3,Soly's Grille,43.648883874777965,-79.38204100082264,Toronto-Dominion Centre,0.0,0,1
4c575eb630d82d7f3cc5d962,Desi Burger & Chaat House,43.6717083181809,-79.32461426469617,East York,0.0,1,4
50d8a364e4b0b55bced1e85f,Hero Certified Burgers,43.670360129430044,-79.29892366666199,Beaches—East York,5.6,6,4
4b6cf195f964a5204c5f2ce3,Frankie's Bar & Cafe,43.644289529654856,-79.41848108576797,Davenport,8.2,41,12
4ed5094f0e01fd2f5bc0190f,A&W Canada,43.651378,-79.378986,Old Toronto,5.5,13,16
4aef6ee3f964a52067d821e3,Harvey's,43.656341228329495,-79.38094714611317,Toronto Centre,5.6,6,5
